"attribute_1","attribute_2","attribute_3","attribute_4","attribute_5","attribute_6","attribute_7","attribute_8","attribute_9","attribute_10","attribute_11","attribute_12","attribute_13","attribute_14","attribute_15","attribute_16","attribute_17","attribute_18","attribute_19","attribute_20","attribute_21","attribute_22","attribute_23","attribute_24","attribute_25","attribute_26","attribute_27","attribute_28","attribute_29","attribute_30","attribute_31","attribute_32","attribute_33","attribute_34","attribute_35","attribute_36","attribute_37","attribute_38","attribute_39","attribute_40","attribute_41","attribute_42","attribute_43","attribute_44","attribute_45","attribute_46","attribute_47","attribute_48","attribute_49","attribute_50","attribute_51","attribute_52","attribute_53","attribute_54","attribute_55","attribute_56","attribute_57","attribute_58","attribute_59","attribute_60","Class"
0.109882005899705,0.0715816545220746,0.109067017082786,0.00285306704707561,0.0304336799391326,0.152915882827197,0.276785714285714,0.141565600882029,0.131349030060714,0.0197340197340197,0.0725932227420956,0.120164126611958,0.155750683748381,0.0636279261627307,0.0167519309860568,0.0988194585792795,0.256657341208165,0.297038961038961,0.288659793814433,0.393514554794521,0.585581787521079,0.759942746140476,0.915545194447388,0.971211965987091,0.91875,0.729595770459302,0.820254228385335,0.887505146150679,0.726968344155844,0.669329924363481,0.582779291553133,0.508986744551786,0.275543421190801,0.00996290408055114,0.0021478981282602,0.103629032258065,0.135906407172534,0.102734740563585,0.0342610162344508,0.0364923747276688,0.0301100173711639,0.166666666666667,0.206517522306996,0.178304560680237,0.0528859823713392,0.0943499725726824,0.157008330315103,0.153638814016173,0.0464411913175164,0.24,0.117529880478088,0.1169757489301,0.566233766233766,0.494152046783626,0.17687074829932,0.164102564102564,0.0823863636363637,0.0732265446224256,0.151515151515152,0.0785219399538106,1
0.056047197640118,0.0887269609944278,0.0627463863337713,0.106276747503566,0.149632259700735,0.186240257995163,0.253517316017316,0.180154355016538,0.0989189989634237,0.103532103532104,0.18290089323692,0.097010550996483,0.0179933784367353,0.16324636485511,0.294713612197813,0.190311418685121,0.094808828100715,0.132987012987013,0.122764569745424,0.15357448630137,0.189502529510961,0.43359574685615,0.643318851329872,0.68579039032886,0.760553278688525,0.802401145500606,0.689988444164303,0.748867846850556,0.742897727272727,0.615105997656333,0.475640326975477,0.328465513367783,0.512338548776646,0.903974562798092,0.854045208141557,0.669153225806452,0.338399300240542,0.2877196630966,0.24573055028463,0.270261437908497,0.275854082223509,0.431990231990232,0.56666235613604,0.316928626642618,0.107762297412568,0.0256445419637959,0.144331763853676,0.224019167415394,0.185259969712267,0.187878787878788,0.298804780876494,0.148359486447932,0.277922077922078,0.269005847953216,0.0453514739229025,0.238461538461538,0.269886363636364,0.091533180778032,0.192837465564738,0.235565819861432,1
0.550884955752212,0.282897556793828,0.153088042049934,0.079885877318117,0.13264012173472,0.147003493684493,0.318181818181818,0.531863285556781,0.516659262549978,0.621478621478622,0.547710194243584,0.544548651817116,0.586152295955089,0.398267505414046,0.451098405055673,0.525544473844901,0.720857942182157,0.604467532467532,0.161792552072375,0.425941780821918,0.383220910623946,0.41641958899908,0.547525696725654,0.52863436123348,0.299282786885246,0.15023681022139,0.684315579367581,1,0.722199675324675,0.437946095664216,0.503651226158038,0.567849921365985,0.25244145752389,0.0815050344462109,0.17674133169684,0.413407258064516,0.465012027115679,0.294686492669232,0.259013282732448,0.251960784313726,0.187492762015055,0.291575091575092,0.238846502004397,0.108348363823757,0.0983793005402332,0.0724081184860121,0.0646504889532778,0.0254567235699311,0.116102978293791,0.0557575757575758,0.155378486055777,0.0328102710413695,0.127272727272727,0.277777777777778,0.235827664399093,0.0282051282051282,0.196022727272727,0.102974828375286,0.292011019283747,0.203233256351039,1
0.13716814159292,0.0471495927989713,0.0354796320630749,0.0444602948169282,0.121734719756531,0.0284869658693899,0.232142857142857,0.172216097023153,0.186583740559751,0.155298155298155,0.20601162625833,0.168669402110199,0.267453577083633,0.237908631535526,0.259303841909921,0.196926521473641,0.226194176769247,0.294857142857143,0.40321901956659,0.439212328767123,0.507588532883643,0.596871485533177,0.649888735827064,0.741419936481918,0.890368852459016,0.934464148033924,1,0.977871552079045,0.845068993506494,0.748481943112816,0.677820163487738,0.515052797124242,0.340333928383913,0.210280869104398,0.12202106985783,0.262096774193548,0.249179969385524,0.282936466673599,0.318469323213156,0.218518518518519,0.0938042848870875,0.317338217338217,0.284882969093495,0.198531306364339,0.20813193062269,0.143170597915524,0.221839913074973,0.223120694818808,0.247349823321555,0.271515151515151,0.0318725099601594,0.0970042796005706,0.103896103896104,0.134502923976608,0.156462585034014,0.0846153846153846,0.119318181818182,0.0594965675057208,0.0192837465564738,0.0277136258660508,1
0.081858407079646,0.0612944706386627,0.205650459921156,0.398002853067047,0.633527770732944,0.660306369255577,0.788419913419913,0.894156560088203,0.726788094180364,0.83040183040183,0.785906706366086,0.759525205158265,0.761191881387649,0.519851500464061,0.496539271742401,0.694382251170364,0.823023520878665,0.77548051948052,0.812223858615611,0.931827910958904,1,0.920662508945916,0.771007735509166,0.535908206126422,0.442827868852459,0.550831589382091,0.521798508246665,0.379477151090984,0.0748782467532468,0.188771705550229,0.165994550408719,0.0205571781622107,0.217053449543211,0.190461049284579,0.0108417715045515,0.147883064516129,0.0941395145418762,0.214515961318499,0.29517183217373,0.335294117647059,0.311638679791546,0.0952380952380952,0.163713953187637,0.177918062355063,0.161501279499573,0.0707624794295118,0.0132198478812025,0.0832584606169512,0.187783947501262,0.146666666666667,0.152390438247012,0.119828815977175,0.0779220779220779,0.257309941520468,0.260770975056689,0.00512820512820513,0.505681818181818,0.208237986270023,0.316804407713499,0.131639722863741,1
0.0619469026548673,0.204886412344621,0.0932982917214192,0.0568235853542558,0.148364189703272,0.262026337006181,0.630411255411255,0.513781697905182,0,0.252967252967253,0.165461505742237,0.242672919109027,0.430689506261696,0.110034031143653,0.214464841007122,0.233665784652962,0.232100300486996,0.250493506493506,0.189774879023774,0,0.0979131534569983,0.0981494734689705,0.117092296280598,0.158180514291568,0.229098360655738,0.181627932591695,0.0583044437440908,0.522025524907369,0.708198051948052,0.604879088100565,0.4658310626703,0.630307796000899,0.706815079281739,0.638261791202968,0.562749309604173,0.750302419354839,0.91417012901815,0.922221066860767,0.984398060299389,1,1,0.959096459096459,0.724169145221777,0.365627415614532,0.626528291157236,0.755211190345584,0.784317276349149,0.870020964360587,1,0.944242424242424,0.394422310756972,0.235378031383738,0.374025974025974,0.307017543859649,0.444444444444444,0.346153846153846,0.0738636363636364,0.359267734553776,0.289256198347107,0.295612009237875,1
0.289823008849558,0.277325332190313,0.125492772667543,0.12981455064194,0.108800405782399,0.460897608169847,0.309794372294372,0.21367144432194,0.0752258255590108,0.295009295009295,0.307670494824897,0.45369284876905,0.41787822081474,0.241311745900794,0.321095395726753,0.363220028495827,0.399336856284323,0.518337662337662,0.690932042920261,0.806934931506849,0.877213322091062,0.826091401697168,0.746635583342164,0.754635795512755,0.832684426229508,0.879392003524617,0.753335434394369,0.577706875257308,0.293526785714286,0.0223713646532438,0.251226158038147,0.768029656257021,0.793342434106899,0.830736618971913,0.762299273805871,0.744758064516129,0.645309424885196,0.14006446916918,0.268290111743622,0.532244008714597,0.562825709322525,0.582173382173382,0.51778093883357,0.499484668899768,0.234717088427637,0.0606143719144268,0.120065193770373,0.125187181790955,0.239777889954568,0.284848484848485,0.0657370517928287,0.0770328102710413,0.322077922077922,0.508771929824561,0.142857142857143,0.497435897435897,0.556818181818182,0.226544622425629,0.190082644628099,0.113163972286374,1
0.0471976401179941,0.0342906129447064,0.0131406044678055,0.0456490727532097,0.0702510778594978,0.119322762698199,0.133928571428571,0.199117971334068,0.13830889974826,0.161161161161161,0.11456117963987,0.143464243845252,0.243270476464661,0.320717747757038,0.320593840906811,0.260635049867698,0.372396642834939,0.629298701298701,0.712918156953503,0.857983732876712,0.965640809443508,0.984357427665883,0.944897742926778,0.798791107468497,0.675512295081967,0.46425817821346,0.274083412123122,0.0564018114450391,0.393161525974026,0.184403962927453,0.155095367847411,0.0933498090316783,0.130211067940775,0.22670906200318,0.231768436125601,0.359778225806452,0.331401705663678,0.125402932307372,0.0651486401012018,0.105882352941176,0.0790966994788651,0.0956043956043956,0.179878443036338,0.105514042772481,0.096388967870344,0.0909215578716401,0.217674755523361,0.207247678945792,0.0767289247854619,0.322424242424242,0.173306772908367,0.239657631954351,0.316883116883117,0.228070175438597,0.208616780045352,0.0384615384615385,0.159090909090909,0.125858123569794,0.159779614325069,0.0600461893764434,1
0.199852507374631,0.191598799828547,0.0860709592641261,0.0275796481217309,0.0803956378392087,0.238645525396399,0.316017316017316,0.392061742006615,0.300607137568488,0.418418418418418,0.382674039415851,0.588218053927315,0.886569742334821,0.817263071052903,1,1,0.94902082685732,0.898701298701299,0.709025878392594,0.477953767123288,0.164629005059022,0.385032205295982,0.564480237363569,0.269746952156541,0.184733606557377,0.535411388919485,0.515600378190987,0.356731165088514,0.331473214285714,0.474485991264515,0.555640326975477,0.491350258368906,0.296335188491022,0.210492845786963,0.121100542088575,0.279838709677419,0.377870107150667,0.392534054278881,0.388256377819945,0.346296296296296,0.271800810654314,0.316727716727717,0.093495409284883,0.159494975521773,0.16946261017913,0.1493417443774,0.1128214415067,0.147948487571129,0.13326602725896,0.0981818181818182,0.103585657370518,0.0527817403708987,0.0233766233766234,0.0818713450292398,0.0158730158730159,0.217948717948718,0.153409090909091,0.0549199084668192,0.137741046831956,0.12933025404157,1
0.0176991150442478,0.0244320617231033,0.0450065703022339,0.0660960532572515,0.0616282018767436,0.0489115829078205,0.0982142857142857,0.0478500551267916,0.0367244187768399,0.0484770484770485,0.0287820785481355,0.11137162954279,0.178494314092414,0.0949778281942869,0.0598856455010533,0.0758192550376552,0.0857942182157289,0.109506493506493,0.0766884073216916,0.047945205479452,0.140704047217538,0.357427665882834,0.404683691851224,0.560188505276099,0.657172131147541,0.721995814517017,0.753545540497951,0.851276245368464,0.971590909090909,0.917012890167253,0.765122615803815,0.764434958436306,0.764464979523259,0.619289878113408,0.490743581875831,0.445463709677419,0.393177345287557,0.405323905583862,0.427577482605946,0.395642701525055,0.186682107701216,0.0555555555555556,0.102547523600155,0.16348879154857,0.217941427352858,0.0946242457487658,0.0727997102499094,0.159928122192273,0.115093387178193,0.0884848484848485,0.0617529880478088,0.0770328102710413,0.298701298701299,0.12280701754386,0.113378684807256,0.228205128205128,0.110795454545455,0,0.143250688705234,0.069284064665127,1
