"word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_;","char_freq_(","char_freq_[","char_freq_!","char_freq_$","char_freq_#","capital_run_length_average","capital_run_length_longest","capital_run_length_total","Class"
0,0,0.0504201680672269,0,0.055,0.229813664596273,0.0247592847317744,0.0576923076923077,0,0.0440097799511002,0,0.0286168521462639,0,0,0,0,0,0,0.0666066606660666,0,0.04625,0,0.0765957446808511,0,0,0,0,0,0,0,0,0,0.0752393980848153,0,0,0.170506912442396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189651135565441,0,0,0.00816944024205749,1,0.00199099099099099,0.00750750750750751,0.0671116054875788,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604681404421326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333633633633634,0.00600600600600601,0.00519095291064145,-1
0.02,0.00560224089635854,0.212885154061625,0,0.085,0.633540372670807,0.0343878954607978,0.0544871794871795,0.251063829787234,0.019559902200489,0.085,0.0937996820349761,0.0306306306306306,0,0.956709956709957,0.0340136054421769,0.015625,0.183794466403162,0.144914491449145,0.0272,0.0525,0,0.361702127659574,0.018140589569161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184331797235023,0,0,0.0476190476190476,0.00480192076830732,0.004,0.0112044817927171,0,0,0,0.0147506438773121,0,0.0709270927092709,0.0344931921331316,0.00738461538461538,0.00973573573573574,0.501501501501502,0.260659992584353,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837451235370611,0,0,0,0,0.0645161290322581,0,0,0.0383036935704514,0,0,0,0.0203193033381713,0,0.0252025202520252,0,0,0,0,0,0,0,0,0,0,0,0,0.00666066606660666,0,0,0.0171621621621622,0.0217717717717718,0.380051909529106,-1
0,0,0,0,0.054,0.167701863354037,0,0.519230769230769,0,0.396088019559902,0,0,0,0,0.233766233766234,0,0,0.0533596837944664,0.194419441944194,0,0.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311059907834101,0,0,0,0.373271889400922,0,0,0,0,0,0,0,0,0,0.00889721376726762,0.0232558139534884,0.0833483348334834,0,0,0.0104219219219219,0.048048048048048,0.074898034853541,1
0.0375,0,0.341736694677871,0,0.045,0,0.0206327372764787,0,0.259574468085106,0.149144254278729,0,0.120826709062003,0.0540540540540541,0,0.12987012987013,0.0829931972789116,0.119140625,0,0.164716471647165,0.072,0.34375,0,0,0.0680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262233668929993,0,0.125652565256526,0.0202723146747352,0,0.00615765765765766,0.0465465465465465,0.148312940304042,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020015015015015,0.003003003003003,0.00111234705228031,-1
0.095,0,0.532212885154062,0,0.114,0,0,0,0.161702127659574,0.0929095354523227,0,0,0,0,0,0,0,0,0.0342034203420342,0.1216,0,0,0,0,0.0247074122236671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181458145814581,0.0178517397881997,0,0.441441441441441,0.882882882882883,0.218576195773081,1
0.0525,0.00700280112044818,0.145658263305322,0,0.126,0.062111801242236,0,0,0.178723404255319,0.127139364303178,0.105,0.082670906200318,0.0756756756756757,0,0,0,0.1015625,0,0.407740774077408,0,0.25,0,0.131914893617021,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655584172324982,0,0.0253825382538254,1,0,0.0154474474474474,0.144144144144144,0.188172043010753,1
0.025,0,0.11484593837535,0,0.01,0.062111801242236,0.0137551581843191,0.166666666666667,0.0425531914893617,0,0,0.0985691573926868,0,0.036036036036036,0,0,0.01953125,0,0,0,0,0,0.31063829787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112385858112854,0,0.00288028802880288,0.0193645990922844,0,0.00137387387387387,0.021021021021021,0.0626622172784575,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000741564701520208,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187218721872187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642642642642643,0.00225225225225225,0.00166852057842047,-1
0.1175,0.0217086834733894,0.131652661064426,0,0.005,0.0807453416149068,0.00687757909215956,0.0833333333333333,0.178723404255319,0.185819070904645,0.13,0.154213036565978,0.102702702702703,0.221621621621622,0,0.0136054421768707,0.091796875,0,0.290729072907291,0,0.18625,0,0.421276595744681,0.0770975056689342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0156871926949192,0,0.0590459045904591,0.259606656580938,0.0966153846153846,0.0073993993993994,0.148648648648649,0.585650723025584,1
0,0,0.366946778711485,0,0,0,0,0,0,0,0,0.208267090620032,0,0,0,0,0,0,0.117911791179118,0,0.6575,0,0,0.297052154195011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641452344931921,0,0.00573273273273273,0.018018018018018,0.0096403411197627,1
0.0575,0.0203081232492997,0.179271708683473,0,0.017,0.105590062111801,0.015130674002751,0.016025641025641,0.0212765957446809,0.114914425427873,0.055,0.186009538950715,0.0846846846846847,0.00900900900900901,0.0735930735930736,0.00680272108843537,0.021484375,0.0573122529644269,0.353735373537354,0,0.25625,0,0.2,0.0657596371882086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311402481854367,0,0.0885688568856886,0.102269288956127,0.0566153846153846,0.00755705705705706,0.0645645645645646,0.270485724879496,1
0.0125,0,0,0,0,0.062111801242236,0,0,0,0.0244498777506112,0.025,0.0763116057233704,0,0,0.0216450216450216,0.0285714285714286,0.01953125,0,0.145814581458146,0.008,0.135,0,0.0893617021276596,0.0113378684807256,0.133289986996099,0.0624187256176853,0.002,0.0368663594470046,0,0.0368663594470046,0.0622119815668203,0,0,0,0.0483870967741935,0,0.0391872278664732,0,0.0144014401440144,0,0,0,0,0,0.0025,0,0,0.0934579439252336,0,0.0676656520721143,0.00917992656058752,0.0111611161116112,0.0139183055975794,0,0.00151201201201201,0.0232732732732733,0.190025954764553,-1
0,0,0,0,0.063,0,0.0426409903713893,0.201923076923077,0.131914893617021,0.154034229828851,0.155,0.0492845786963434,0.0558558558558559,0,0,0.0421768707482993,0,0,0.286228622862286,0,0.03875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320767970030438,0,0.0246624662466247,0,0,0.00380930930930931,0.0292792792792793,0.0352243233222099,1
